Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
Alt Mart,http://www.thealtmart.in,http://www.linkedin.com/company/alt-mart,,,Hyderabad,Telangana,India,"Hyderabad, Telangana, India",Hyderabad,Telangana,India,,,"Cloudflare DNS, Gmail, Google Apps, Google Cloud Hosting, Facebook Custom Audiences, Facebook Login (Connect), Google Tag Manager, Google Font API, Hotjar, Google Analytics, OpenSSL, Mobile Friendly, Facebook Widget, Apache, WordPress.org",,,,,
Jarma,http://www.jarma.co.in,http://www.linkedin.com/company/jarma-technologies,https://www.facebook.com/jarmatech/,https://twitter.com/@jarmatech,Mumbai,Maharashtra,India,"303 Mahakali Caves Road, Mumbai, Maharashtra, India, 400093",Mumbai,Maharashtra,India,+91 91379 85009,"Jarma provides Advanced Digital Signage Solution, Employee Communication Platform, Smart Home Automation, Meeting Room Management, VideoWall & LED Solution, Wayfinding Software, Touch and Non Touch Kiosk, Token Management Solution across Mumbai, India and Globally.","Gmail, Google Apps, Google Dynamic Remarketing, WordPress.org, Apache, Facebook Like Button, Google AdWords Conversion, Mobile Friendly, Google Maps, Google Tag Manager, Google Remarketing, Google AdSense, Google Font API, DoubleClick Conversion, reCAPTCHA, YouTube, Clicky, Google Analytics",,,,,
WeAreGadgets.com,http://www.wearegadgets.com,http://www.linkedin.com/company/we-are-gadgets,,,,Andhra Pradesh,India,"1 Vittal Mallya Road, Bengaluru, Karnataka, India, 560001",Bengaluru,Karnataka,India,,,Amazon AWS,,,,,
Cloud Computing TechSolutions Pvt,http://www.cloudsociety.in,http://www.linkedin.com/company/cloud-computing-techsolutions-pvt-ltd-,,,Thane,Maharashtra,India,"Maharashtra, India",,Maharashtra,India,+91 76662 22030,,"ASP.NET, reCAPTCHA, Microsoft-IIS",,,,,
Einstein Energy Labs,http://www.einstein-energy.com,http://www.linkedin.com/company/einstein-energy,,,Bengaluru,Karnataka,India,"A Cross Road, Bengaluru, Karnataka, India, 560027",Bengaluru,Karnataka,India,,Einstein Energy Labs is one of the few truly global performances improvement companies out there.,"Mobile Friendly, WordPress.org, Google Font API, Nginx, reCAPTCHA, Bootstrap Framework, ",,,,,
YASHWORLD PRODUCTS PVT,http://www.yashworldproducts.com,http://www.linkedin.com/company/yashworld-products-pvt-ltd,https://www.facebook.com/yashworldproducts/,https://twitter.com/yashworld9352,Surat,Gujarat,India,"307, Surat, Gujarat, India, 395006",Surat,Gujarat,India,,"Yashworld products is one of the fastest growing private limited corporate Company based in Surat, India. Yash group have a highly dedicated and experienced staff provides best services to our clients.
Our business ranging from E-Commerce, IT services, Textiles and Real Estate.","Gmail, Google Apps, YouTube, OpenSSL, Mobile Friendly, Apache, Bootstrap Framework, Google Play, , Node.js",,,,,
3 Spin,http://www.3sp.in,http://www.linkedin.com/company/3-spin,,,Mumbai,Maharashtra,India,"Anandilal Podar Marg, Mumbai, Maharashtra, India, 400001",Mumbai,Maharashtra,India,,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Datadog, ",,,,,
CYLANCE Technolabs Pvt,http://www.cylancetechnolabs.com,http://www.linkedin.com/company/cylance-technolabs,,,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,-9909174466,,"Bootstrap Framework, Apache, Google Font API, Mobile Friendly, WordPress.org, reCAPTCHA",,,,,
Nalini Networks Pvt,http://www.nalininetworks.org,http://www.linkedin.com/company/nalini-networks,,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India",Bengaluru,Karnataka,India,,,"Mobile Friendly, Apache, Google Font API, Data Analytics, , Jumpcloud, Qlik Sense",35000000,,,,
IPROM GROUP,http://www.ipromgroup.com,http://www.linkedin.com/company/iprom-group,,,Bengaluru,Karnataka,India,"1252A 32nd G Cross Road, Bengaluru, Karnataka, India, 560041",Bengaluru,Karnataka,India,,,,,,,,
AddiT Labs,http://www.additlabs.com,http://www.linkedin.com/company/additlabs,,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India",Bengaluru,Karnataka,India,,"We are a group of dedicated individuals working in collaboration with clients to give them the best solutions. Cloud Solution, App Development, ERP Solution, Test Automation, IOT Solution, Data Analytics, is our forte.","Microsoft Office 365, Microsoft Azure Hosting, Google Tag Manager, Mobile Friendly, Google Maps (Non Paid Users), Google Maps, ASP.NET, Microsoft-IIS",,,,,
ScriptoCademy,http://www.scriptocademy.com,http://www.linkedin.com/company/scriptocademy,https://www.facebook.com/scriptocademy/,,Wayanad,Kerala,India,"East Nadakkavu East Hill Road, Kozhikode, Kerala, India, 673006",Kozhikode,Kerala,India,,"At ScriptoCademy we help people who trying to create their own Web, Mobile Apps, with the help of our 'easy-to-follow' tutorial videos.","Route 53, Amazon AWS, Mobile Friendly, WordPress.org, Facebook Login (Connect), Google Tag Manager, Apache, Woo Commerce, Facebook Widget",,,,,
Drona India Pvt,http://www.dronacraft.com,http://www.linkedin.com/company/drona-india-pvt-ltd-,,,Noida,Uttar Pradesh,India,"Gurugram, Haryana, India, 122001",Gurugram,Haryana,India,,,"WordPress.org, Google Maps, Google Font API, Woo Commerce, Mobile Friendly, Google Tag Manager",,,,,
Mind Solutions Technology,http://www.mindxpert.com,http://www.linkedin.com/company/mind-solutions-technology,https://www.facebook.com/pages/Mind-Solutions-Technology/961848510497242,https://twitter.com/hrmind121,Chandigarh,Chandigarh,India,"91, Chandigarh, India, 160022",,Chandigarh,India,,Mind Solutions Technology — Experience Certitude,"Gmail, Google Apps, WordPress.org, Bootstrap Framework, Mobile Friendly, Woo Commerce, Google Font API, jPlayer",,,,,
Vaan Megam Networks Private Limited,http://www.vaanmegam.net,http://www.linkedin.com/company/vaan-megam-networks,,,Chennai,Tamil Nadu,India,"Bajanai Koil 2nd Street, Chennai, Tamil Nadu, India, 600113",Chennai,Tamil Nadu,India,+91 98402 79910,5G | NFV | 5G test bed | SDN | 5G Core | Satellite,"Amazon CloudFront, Route 53, Outlook, Amazon AWS, Mobile Friendly, Google Tag Manager, Bootstrap Framework, SAP",,,,,
Introtallent Pvt,http://www.introtallent.com,http://www.linkedin.com/company/introtallent,https://www.facebook.com/introtallentofficial/photos/,,Bengaluru,Karnataka,India,"12, Bengaluru, Karnataka, India, 560008",Bengaluru,Karnataka,India,+91 86185 69998,"Best Data Science Training Institute Want to make a career in Data Science & Analytics? Industry relevant curriculum, personalized mentoring, practical learning are the key to our student's success. Data Science AI Program Course Delivery Learning Options Offline ClassroomAttend offline classroom sessions at Bangalore Live OnlineJoin interactive and live instructor led online classes from anywhere","Gmail, Google Apps, GoDaddy Hosting, Ubuntu, Mobile Friendly, Apache, Bootstrap Framework, WordPress.org, Google Tag Manager, Woo Commerce, Google Font API",,,,,
Five Online Website Solutions Pvt,http://www.fiveonline.in,http://www.linkedin.com/company/five-online-website-solutions,https://www.facebook.com/fiveonlinemumbai,https://twitter.com/FiveOnline2,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,-9322279718,We are a team of experts striving to provide Best Web Solutions from past 18+ years and delivering website experience according to customer behavior has been our only focus.,"Gmail, Google Apps, Hubspot, Drift, Apache, reCAPTCHA, Zoho CRM, Facebook Login (Connect), Bootstrap Framework, Google Font API, JQuery 1.11.1, Nginx, YouTube, Google Tag Manager, Facebook Widget, WordPress.org, Mobile Friendly, , React Native, ",,,,,
Hexadots,http://www.hexadots.in,http://www.linkedin.com/company/hexadots-technologies,,,Hyderabad,Telangana,India,"809 Ayyappa Society Road, Hyderabad, Telangana, India, 500081",Hyderabad,Telangana,India,9.19987E+11,Hexadots is the runner up of ICICI Bank Appathon 2016 and focuses on user centric mobile application development on IOS and Android platforms. Visit us to read more and send us an enquiry to get in touch with us.,"Gmail, Google Apps, Apache, Mobile Friendly, Bootstrap Framework, Google Font API, , Docker, Node.js",,,,,
HMI Tech,http://www.hmi-tech.net,http://www.linkedin.com/company/hmi-tech,,,Mangaluru,Karnataka,India,"Mangaladevi Road, Mangaluru, Karnataka, India, 575001",Mangaluru,Karnataka,India,9.19834E+11,"We have been designing, building and installing bespoke online and offline software solutions for over twenty three years.","SendInBlue, Gmail, Google Apps, Hubspot, Mobile Friendly, Google Tag Manager, Apache, Google Font API",,,,,
NinthCreationsMedia Pvt,http://www.ninthcreationsmedia.com,http://www.linkedin.com/company/ninthcreationsmedia,,,Hyderabad,Telangana,India,"Vivekananda Nagar Colony Road, Hyderabad, Telangana, India, 500072",Hyderabad,Telangana,India,9.19533E+11,Ninth Creations Media is a top professional Website Designing and Digital Marketing agency in Uppal Hyderabad. We make your business's online presence effective.,"WordPress.org, Mobile Friendly, Woo Commerce, Tealium, Google Font API, Google Analytics Ecommerce Tracking, Google Tag Manager",,,,,
iDigitize Infotech,http://www.idigitize.co,http://www.linkedin.com/company/idigitize,https://www.facebook.com/iDigitizee,https://twitter.com/idigitizee,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India, 400058",Mumbai,Maharashtra,India,+91 98330 92357,"One-stop solution for all your digital marketing requirements like SEO, SMM, SEM, graphic designing, website & mobile app development.","Gmail, Google Apps, WordPress.org, Facebook Widget, Apache, Facebook Login (Connect), Google Tag Manager, Mobile Friendly, Google Font API, Facebook Custom Audiences",,,,,
Mindscan Software Solutions,http://www.mindscansoftware.com,http://www.linkedin.com/company/mindscan-software-solutions,https://www.facebook.com/MindscanSoftware/,https://twitter.com/sudeep2106,,Delhi,India,"New Delhi, Delhi, India, 110089",New Delhi,Delhi,India,,,"Gmail, Google Apps, Bootstrap Framework, ASP.NET, Mobile Friendly, Microsoft-IIS, Google Font API",81000,,,,
AgriCPS,http://www.agricps.co,http://www.linkedin.com/company/agricps,https://www.facebook.com/110501720817989,,Chennai,Tamil Nadu,India,"Chennai, Tamil Nadu, India, 600044",Chennai,Tamil Nadu,India,,,"Amazon AWS, Google Tag Manager, Mobile Friendly, IoT, Data Analytics",,,,,
Etomate Technology,http://www.etomate.com,http://www.linkedin.com/company/etomate-technology-llp,,,Bengaluru,Karnataka,India,"6th Main Road, Bengaluru, Karnataka, India, 560094",Bengaluru,Karnataka,India,9.19987E+11,"Etomate Technology provides BI & Data Analytics, Custom ERP & CRM &Business Management Software, Digital Transformation, Business Process Automation, Cloud Strategy services","Amazon AWS, Mobile Friendly, Google Analytics, Google Tag Manager, SAP, ",,,,,
GoCinico,http://www.gocinico.com,http://www.linkedin.com/company/gocinico,,,Ahmedabad,Gujarat,India,"Vejalpur Road, Ahmedabad, Gujarat, India, 380015",Ahmedabad,Gujarat,India,+91 97277 00674,Delivering Innovative Web Design & Web Development Services in Melbourne. We are Best WordPress & Shopify Website Development in Melbourne.,"Gmail, Google Apps, Google Tag Manager, Google Font API, Bootstrap Framework, reCAPTCHA, WordPress.org, Mobile Friendly, , React Native, Xamarin, ",,,,,
Kalpvaig,http://www.kalpvaig.com,http://www.linkedin.com/company/kalpvaig-technologies-llp,https://www.facebook.com/kalpvaigtechnologies,https://twitter.com/kalpvaig,Ghaziabad,Uttar Pradesh,India,"B/40, Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,+91 8802751191,,"Cloudflare DNS, CloudFlare Hosting, reCAPTCHA, Google Tag Manager, WordPress.org, Google Font API, Mobile Friendly, SAP, Data Analytics",,,,,
Babylonia Ag,http://www.babylonia.ag,http://www.linkedin.com/company/babylonia-ag,,,Hatfield,England,United Kingdom,"Kozhikode, Kerala, India",Kozhikode,Kerala,India,,,"Google Cloud Hosting, Mobile Friendly, Google AdSense",,,,,
Street Light Software Pvt,http://www.streetlightsoftware.com,http://www.linkedin.com/company/street-light-software-pvt-ltd,https://www.facebook.com/easyhrworld,https://twitter.com/easyhrworld,Mumbai,Maharashtra,India,"Lal Bahadur Shastri Marg, Mumbai, Maharashtra, India, 400079",Mumbai,Maharashtra,India,+1 408-915-5251,,"Amazon SES, Gmail, Google Apps, Microsoft Office 365, DigitalOcean, Digital Ocean DNS, React Redux, Mobile Friendly, Apache, OpenSSL, Google Font API, ADP, Paycor",1400000,,,,
Ebullientech Interactive,http://www.ebullientech.io,http://www.linkedin.com/company/ebullientech,https://www.facebook.com/ebullientech,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,9.1982E+11,"We design and develop end-to-end software applications, custom mobile applications for iOS and Android platforms. Offering a range of services from website design, ecommerce store development to top notch digital marketing. Get in touch with us today.","Route 53, Gmail, Google Apps, Amazon AWS, Mobile Friendly, Google Analytics, Google Tag Manager, DoubleClick, Bootstrap Framework, Google Font API",,,,,
ANVAYA Analytics Lab Pvt,http://www.anvayaanalytics.com,http://www.linkedin.com/company/anvaya-t,,,Melbourne,Victoria,Australia,"1000 9th Main Road, Bengaluru, Karnataka, India, 560102",Bengaluru,Karnataka,India,,"Currently, the global sleep disorder market is segmented into five major regions - North America, Europe, Asia Pacific, Latin America, and the Middle","Cloudflare DNS, CloudFlare Hosting, Mobile Friendly, YouTube, WordPress.org, Google Font API",7000000,,,,
SkyQuest Technology,http://www.skyquestt.com,http://www.linkedin.com/company/skyquest-technology-consulting-private-limited,https://www.facebook.com/STI4SDG/,https://twitter.com/skyquestt,,Gujarat,India,"ST Ann School Road, Ahmedabad, Gujarat, India, 380052",Ahmedabad,Gujarat,India,9.18E+11,Technology driven best market research companies international market research and global market research companies where we simplify data and unravel insights that can keep you one step ahead of competition.,"Cloudflare DNS, Amazon SES, Gmail, Google Apps, Amazon AWS, Drift, Salesforce, Google Font API, Nginx, WordPress.org, OpenSSL, Cloudinary, reCAPTCHA, Apache, Mobile Friendly, Bootstrap Framework, Google Tag Manager, IoT",23600000,,,,
Plan Your Journey,http://www.planyourjourney.com,http://www.linkedin.com/company/shree-plan-your-journey,https://facebook.com/spyjtours.,https://twitter.com/spyjtours,East Lansing,Michigan,United States,"Free Press Journal Marg, Mumbai, Maharashtra, India, 400021",Mumbai,Maharashtra,India,+91 22 3800 6700,,"GoDaddy Hosting, Google Font API, WordPress.org, Apache, Mobile Friendly",190000,,,,
Azetech Solutions,http://www.azetech.in,http://www.linkedin.com/company/azetechsolutions,https://www.facebook.com/azetech.solutions,https://twitter.com/Azetechsolution,Coimbatore,Tamil Nadu,India,"5 Gopal Swamy Kovil Street, Coimbatore, Tamil Nadu, India, 641006",Coimbatore,Tamil Nadu,India,9.10422E+12,"Embedded systems training institute in Coimbatore. Best Embedded Institute in Coimbatore. We provide an industrial class Embedded systems training in Coimbatore, focussed on placements. We also provide extended support for project and product solutions in embedded domain.","CloudFlare CDN, CloudFlare Hosting, Mobile Friendly, JQuery 1.11.1, Bootstrap Framework, Google Maps, reCAPTCHA, Google Font API, Google Maps (Non Paid Users)",,,,,
SynapseIndia,http://www.synapseindia.com,http://www.linkedin.com/company/synapseindia,https://www.facebook.com/synapseindia,https://twitter.com/synapseindia,,Delhi,India,"Noida, Uttar Pradesh, India, 201305",Noida,Uttar Pradesh,India,-4290829,SynapseIndia is one of the top-rated Offshore IT outsourcing companies offering Custom Software development services.,"Sendgrid, Gmail, Outlook, Google Apps, Amazon AWS, Amazon SES, SendInBlue, Microsoft Azure Hosting, Facebook Widget, Mobile Friendly, Bootstrap Framework, Google Analytics, Google Font API, reCAPTCHA, Facebook Custom Audiences, Ubuntu, Apache, Facebook Login (Connect), Google Tag Manager, IoT, Data Storage, SAP, Micro, , React Native, Xamarin",9500000,,,,
VirtiLens,http://www.virtilens.com,http://www.linkedin.com/company/virtilens,https://www.facebook.com/profile.php,https://twitter.com/LensVirti,Chennai,Tamil Nadu,India,"4-231-A M G R Salai 7th Street, Chennai, Tamil Nadu, India, 600041",Chennai,Tamil Nadu,India,+91 98410 33060,,"Gmail, Google Apps, Google Cloud Hosting, Mobile Friendly, Wix, Varnish",,,,,
Intellifer,http://www.intellifer.com,http://www.linkedin.com/company/intellifer-systems,https://www.facebook.com/intellifer,https://twitter.com/intellifer,Coimbatore,Tamil Nadu,India,"229 New Scheme Road, Coimbatore, Tamil Nadu, India, 641037",Coimbatore,Tamil Nadu,India,9.10423E+12,"As the world transitions into the new digital era. We empower your digital journey in record time, powered by human centricity and transformative Industrial IoT Technology. Intellifer Systems is a Digital Transformation partner to Oil and Gas, Manufacturing Industries, Healthcare, Retail and Restaurants . A leader in technology solutions and services. Intellifer Systems works with global businesses enabling them to be efficient, focused and innovative. With our expertise in End User Research, Human Centered Design, Product Design, Product Engineering and Analytics, we use cutting-edge methodologies to transform your business. Partner with us to address diverse customer needs and to deliver scalable solutions. Intellifer Systems offers software solutions, products and services to clients across globe.","GoDaddy Hosting, ASP.NET, reCAPTCHA, Google Tag Manager, Bootstrap Framework, YouTube, Mobile Friendly, Data Analytics",,,,,
